Unnamed: 0,Level,Component,EventTemplate,type
,INFO,nova.compute.claims,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",OpenStack
,INFO,nova.compute.claims,"[instance: <*>] Total memory: <*> MB, used: <*>.<*> MB",OpenStack
,INFO,nova.compute.claims,"[instance: <*>] memory limit: <*>.<*> MB, free: <*>.<*> MB",OpenStack
,INFO,nova.compute.claims,"[instance: <*>] Total disk: <*> GB, used: <*>.<*> GB",OpenStack
,INFO,nova.compute.claims,"[instance: <*>] disk limit not specified, defaulting to unlimited",OpenStack
,INFO,nova.compute.claims,"[instance: <*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU",OpenStack
,INFO,nova.compute.claims,"[instance: <*>] vcpu limit not specified, defaulting to unlimited",OpenStack
,INFO,nova.compute.claims,[instance: <*>] Claim successful,OpenStack
,INFO,nova.virt.libvirt.driver,[instance: <*>] Creating image,OpenStack
,INFO,nova.compute.manager,[instance: <*>] VM Stopped (Lifecycle Event),OpenStack
,INFO,nova.scheduler.host_manager,Successfully synced instances from host '<*>'.,OpenStack
,INFO,nova.compute.manager,Running instance usage audit for host <*> from <*>-<*>-<*> <*>:<*>:<*> to <*>-<*>-<*> <*>:<*>:<*>. <*> instances.,OpenStack
,INFO,nova.virt.libvirt.imagecache,Base or swap file too young to remove: <*>,OpenStack
,INFO,nova.scheduler.host_manager,The instance sync for host '<*>' did not match. Re-created its InstanceList.,OpenStack
,WARNING,nova.compute.manager,"While synchronizing instance power states, found <*> instances in the database and <*> instances on the hypervisor.",OpenStack
,INFO,executor.CoarseGrainedExecutorBackend,"Registered signal handlers for [TERM, HUP, INT]",Spark
,INFO,spark.SecurityManager,Changing view acls to: <*>,Spark
,INFO,spark.SecurityManager,Changing modify acls to: <*>,Spark
,INFO,spark.SecurityManager,"SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)",Spark
,INFO,slf4j.Slf4jLogger,Slf4jLogger started,Spark
,INFO,Remoting,Starting remoting,Spark
,INFO,Remoting,Remoting started; listening on addresses :[akka.tcp://<*>],Spark
,INFO,util.Utils,Successfully started service 'sparkExecutorActorSystem' on port <*>.,Spark
,INFO,storage.DiskBlockManager,Created local directory at <*>,Spark
,INFO,storage.MemoryStore,MemoryStore started with capacity <*> GB,Spark
,INFO,executor.CoarseGrainedExecutorBackend,Connecting to driver: spark://<*>,Spark
,INFO,executor.CoarseGrainedExecutorBackend,Successfully registered with driver,Spark
,INFO,executor.Executor,Starting executor ID <*> on host <*>,Spark
,INFO,util.Utils,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port <*>.,Spark
,INFO,netty.NettyBlockTransferService,Server created on <*>,Spark
,INFO,storage.BlockManagerMaster,Trying to register BlockManager,Spark
,INFO,storage.BlockManagerMaster,Registered BlockManager,Spark
,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task <*>,Spark
,INFO,executor.Executor,Running task <*> in stage <*> (TID <*>),Spark
,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable <*>,Spark
,INFO,storage.MemoryStore,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Spark
,INFO,broadcast.TorrentBroadcast,Reading broadcast variable <*> took <*> ms,Spark
,INFO,storage.MemoryStore,"Block <*> stored as values in memory (estimated size <*>, free <*>)",Spark
,INFO,spark.CacheManager,"Partition rdd_<*> not found, computing it",Spark
,INFO,rdd.HadoopRDD,Input split: hdfs://<*>,Spark
,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",Spark
,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",Spark
,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",Spark
,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",Spark
,INFO,Configuration.deprecation,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",Spark
,INFO,python.PythonRunner,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Spark
,INFO,executor.Executor,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark
,INFO,storage.BlockManager,Found block rdd_<*> locally,Spark
,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is <*>,Spark
,INFO,output.FileOutputCommitter,Saved output of task 'attempt_<*>' to hdfs://<*>,Spark
,INFO,mapred.SparkHadoopMapRedUtil,attempt_<*>: Committed,Spark
,Info,CBS,Loaded Servicing Stack <*> with Core: <*>\cbscore.dll,Windows
,Info,CSI,<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> WcpInitialize (wcp.dll version <*>) called (stack @<*>),Windows
,Info,CBS,Ending TrustedInstaller initialization.,Windows
,Info,CBS,Starting the TrustedInstaller main loop.,Windows
,Info,CBS,TrustedInstaller service starts successfully.,Windows
,Info,CBS,SQM: Initializing online with Windows opt-in: False,Windows
,Info,CBS,SQM: Cleaning up report files older than <*> days.,Windows
,Info,CBS,SQM: Requesting upload of all unsent reports.,Windows
,Info,CBS,"SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL]",Windows
,Info,CBS,SQM: Failed to start standard sample upload. [HRESULT = <*> - E_FAIL],Windows
,Info,CBS,"SQM: Queued <*> file(s) for upload with pattern: <*>, flags: <*>",Windows
,Info,CBS,SQM: Warning: Failed to upload all unsent reports. [HRESULT = <*> - E_FAIL],Windows
,Info,CBS,"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",Windows
,Info,CBS,NonStart: Checking to ensure startup processing was not required.,Windows
,Info,CSI,"<*> IAdvancedInstallerAwareStore_ResolvePendingTransactions (call <*>) (flags = <*>, progress = <*>, phase = <*>, pdwDisposition = @<*>",Windows
,Info,CSI,"<*> Creating NT transaction (seq <*>), objectname [<*>]""(null)""",Windows
,Info,CSI,"<*> Created NT transaction (seq <*>) result <*>, handle @<*>",Windows
,Info,CSI,<*> CSI perf trace:,Windows
,Info,CBS,"NonStart: Success, startup processing not required as expected.",Windows
,Info,CBS,Startup processing thread terminated normally,Windows
,Info,CSI,<*> CSI Store <*> (<*>) initialized,Windows
,Info,CBS,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Windows
,Info,CBS,Warning: Unrecognized packageExtended attribute.,Windows
,Info,CBS,Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
,Info,CBS,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],Windows
,Info,CBS,Failed to internally open package. [HRESULT = <*> - CBS_E_INVALID_PACKAGE],Windows
,Info,CBS,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>",Windows
,Info,CBS,Failed to create backup log cab. [HRESULT = <*> - ERROR_INVALID_FUNCTION],Windows
,Info,CBS,Reboot mark refs incremented to: <*>,Windows
,Info,CBS,Scavenge: Starts,Windows
,Info,CSI,"<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> CSI Transaction @<*> initialized for deployment engine {<*>} with flags <*> and client id [<*>]""<*>/""",Windows
,Info,CBS,Scavenge: Begin CSI Store,Windows
,Info,CSI,<*> Performing <*> operations; <*> are not lock/unlock and follow:,Windows
,Info,CSI,"<*> Store coherency cookie matches last scavenge cookie, skipping scavenge.",Windows
,Info,CSI,<*> ICSITransaction::Commit calling IStorePendingTransaction::Apply - coldpatching=FALSE applyflags=<*>,Windows
,Info,CBS,"Scavenge: Completed, disposition: <*>",Windows
,Info,CSI,<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> CSI Transaction @<*> destroyed,Windows
,Info,CBS,Reboot mark refs: <*>,Windows
,Info,CBS,Idle processing thread terminated normally,Windows
,Info,CBS,Ending the TrustedInstaller main loop.,Windows
,Info,CBS,Starting TrustedInstaller finalization.,Windows
,Info,CBS,Ending TrustedInstaller finalization.,Windows
,Info,CBS,Starting TrustedInstaller initialization.,Windows
,Info,CBS,"Loading offline registry hive: <*>, into registry key '<*>' from path '<*>'.",Windows
,Info,CBS,Offline image is: read-only,Windows
,Info,CBS,"Disabling manifest caching, because the image is not writeable.",Windows
,Info,CSI,<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> PopulateComponentFamiliesKey - Begin,Windows
,Info,CSI,<*>@<*>/<*>/<*>:<*>:<*>:<*>.<*> PopulateComponentFamiliesKey - End,Windows
,Info,CBS,Session: <*>_<*> initialized by client SPP.,Windows
,Info,CBS,Unloading offline registry hive: <*>,Windows
,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,Notification time out: <*>,Zookeeper
,INFO,3888:QuorumCnxManager$Listener,Received connection request /<*>:<*>,Zookeeper
,WARN,188978561024:QuorumCnxManager$SendWorker,Send worker leaving thread,Zookeeper
,WARN,188978561024:QuorumCnxManager$SendWorker,Interrupted while waiting for message on queue,Zookeeper
,WARN,188978561024:QuorumCnxManager$RecvWorker,"Connection broken for id <*>, my id = <*>, error =",Zookeeper
,WARN,188978561024:QuorumCnxManager$RecvWorker,Interrupting SendWorker,Zookeeper
,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,Closed socket connection for client /<*>:<*> which had sessionid <*>,Zookeeper
,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,caught end of stream exception,Zookeeper
,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,Client attempting to renew session <*> at /<*>:<*>,Zookeeper
,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,Client attempting to establish new session at /<*>:<*>,Zookeeper
,INFO,1:ZooKeeperServer,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Zookeeper
,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,Accepted socket connection from /<*>:<*>,Zookeeper
,ERROR,1:NIOServerCnxn,Unexpected Exception:,Zookeeper
,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Zookeeper
,INFO,0:0:0:0:0:0:0:2181:Environment,Server environment:<*>,Zookeeper
,WARN,QuorumCnxManager,Cannot open channel to <*> at election address /<*>:<*>,Zookeeper
,INFO,1 cport:-1)::PrepRequestProcessor,Processed session termination for sessionid: <*>,Zookeeper
,INFO,ZooKeeperServer,"Expiring session <*>, timeout of <*>ms exceeded",Zookeeper
,WARN,35276:LearnerHandler,******* GOODBYE /<*>:<*> ********,Zookeeper
,INFO,0:0:0:0:0:0:0:2181:QuorumPeer,LOOKING,Zookeeper
,INFO,QuorumCnxManager$Listener,My election bind port: <*>/<*>:<*>,Zookeeper
,INFO,QuorumCnxManager,"Have smaller server identifier, so dropping the connection: (<*>, <*>)",Zookeeper
,INFO,0:0:0:0:0:0:0:2181:QuorumPeer,FOLLOWING,Zookeeper
,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,"New election. My id =  <*>, proposed zxid=<*>",Zookeeper
,INFO,0:0:0:0:0:0:0:2181:Follower,FOLLOWING - LEADER ELECTION TOOK - <*>,Zookeeper
,INFO,FastLeaderElection,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LEADING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",Zookeeper
,INFO,DatadirCleanupManager,autopurge.snapRetainCount set to <*>,Zookeeper
,INFO,0.0.0.0/0.0.0.0:2181:Learner,Revalidating client: <*>,Zookeeper
,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,Closed socket connection for client /<*>:<*> (no session established for client),Zookeeper
,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,Exception causing close of session <*> due to java.io.IOException: ZooKeeperServer not running,Zookeeper
,INFO,FastLeaderElection,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",Zookeeper
,INFO,FastLeaderElection,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)",Zookeeper
,INFO,QuorumPeer,tickTime set to <*>,Zookeeper
,ERROR,52225:LearnerHandler,Unexpected exception causing shutdown while sock still open,Zookeeper
,INFO,2 cport:-1)::PrepRequestProcessor,Got user-level KeeperException when processing sessionid:<*> type:create cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = NodeExists for <*>,Zookeeper
,INFO,FastLeaderElection,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LEADING (my state)",Zookeeper
,INFO,QuorumPeerMain,Starting quorum peer,Zookeeper
,INFO,0:0:0:0:0:0:0:2181:FileTxnSnapLog,Snapshotting: <*> to <*>,Zookeeper
,INFO,DatadirCleanupManager,autopurge.purgeInterval set to <*>,Zookeeper
,INFO,59348:LearnerHandler,Follower sid: <*> : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@<*>,Zookeeper
,INFO,QuorumPeer,maxSessionTimeout set to <*>,Zookeeper
,INFO,49928:Leader,Have quorum of supporters; starting up and setting last processed zxid: <*>,Zookeeper
,INFO,FastLeaderElection,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), LEADING (my state)",Zookeeper
,INFO,0:0:0:0:0:0:0:2181:FinalRequestProcessor,shutdown of request processor complete,Zookeeper
,WARN,42241:Leader,First is <*>,Zookeeper
,INFO,FileSnap,Reading snapshot <*>,Zookeeper
,INFO,32976:LearnerHandler,Sending DIFF,Zookeeper
,INFO,0:0:0:0:0:0:0:2181:Learner,Getting a snapshot from leader,Zookeeper
,INFO,FastLeaderElection,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)",Zookeeper
,INFO,QuorumPeer,minSessionTimeout set to <*>,Zookeeper
